emotion,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
anger,-612.7173462,-21.27638435,-30.17736435,6.115706921,-10.22142601,-4.503822327,-20.3697567,-14.28384876,-13.28835392,-2.65995574,-12.60636902,0.467952073,-5.867638588,-1.323226213,-12.54210663,4.238464355,-6.604468346,2.294564247,-7.83996439,2.4012537,0.002492294,0.36357005,1.823313594,7824.102485,4660.605155,2583.406373,0.559833467,0.558878601,0.514387786,0.470470846,0.395205796,0.385023028,0.417336166,0.408733219,0.502280831,0.618124723,0.643588305,0.61867547,982.9064959,0.072486438,-0.031567622,-0.007171977,-0.005426219,-0.004479644,0.000710464,0.001549399,0.002318083,-0.003012051,-0.001969304,0.000958431,0.000622605,0.001208799
anger,-675.9217529,-6.607950211,-19.97470665,4.803303719,-1.747963786,-4.51088047,0.557341814,-7.804656029,-14.81708241,5.968132019,-10.11989689,-0.25190863,1.515432715,-2.253426075,-5.882015705,2.272047997,-4.115825176,2.291998148,-4.46965456,0.627702057,0.003180558,0.453513121,1.372582912,7850.370906,4996.563942,2614.888087,0.56363523,0.56763202,0.617788911,0.643336236,0.452747256,0.381614745,0.429471076,0.517777085,0.624108315,0.639904201,0.619319558,0.580875933,1447.908222,0.077265404,-0.032987729,-0.010477527,0.002965368,-0.010110974,0.004275346,0.002248686,-0.005804376,0.00393565,-0.00313756,-0.003401921,0.004756344,-0.002306438
anger,-701.8272095,-5.177446365,-15.16397381,6.099992752,-8.702795982,-2.384185553,-11.46992874,-7.446769238,-18.80000877,-1.107820153,-7.972956181,-2.822396517,-4.743183613,-3.805418015,-4.873497486,1.723348618,-11.14970207,-0.298026294,-4.982477665,-2.264572382,0.002552867,0.437651982,1.442608476,7906.892365,4981.037033,2532.704019,0.57904768,0.610448897,0.60102433,0.544001639,0.49073568,0.43865639,0.423568398,0.478389472,0.584382296,0.602697611,0.609252691,0.601585507,1381.914939,0.063431159,-0.029035924,-0.001008834,-0.00426979,-0.009113595,0.002416363,-0.000964277,0.001228367,0.000683282,-0.001096044,-0.00386986,0.002407622,0.001139932
anger,-646.671814,5.327523708,-22.63895607,0.462076962,1.208084106,-10.9332552,-4.968401909,-1.376090765,-11.14103222,-0.420258522,-8.328722954,1.538944483,-4.901224613,-0.444915235,-1.029364347,-0.744211733,-6.460635185,0.469989002,-5.569905281,0.681391299,0.003802216,0.374255371,1.398480892,7845.15152,4768.255709,2689.532328,0.568374634,0.637279153,0.736932158,0.732802689,0.617341638,0.529569149,0.489709944,0.503103495,0.512055814,0.524612129,0.59532243,0.575769365,1285.563066,0.088077284,-0.032492708,-0.016350294,0.005898973,-0.006311127,-0.004657738,0.00751284,-0.003660782,-0.001326073,0.002165777,-0.000194408,-0.000801328,0.004852487
anger,-574.5274658,-5.153898716,-24.36511803,-0.291127324,-8.459870338,-8.199465752,-5.581418514,-1.927200437,-11.88612652,0.935900211,-8.03800106,-1.391546726,-4.01147604,-1.981559396,-4.239323616,-0.038457073,-7.10056448,1.26616919,-3.798314333,0.814294934,0.007452988,0.392744077,1.289055109,7995.573874,5148.202018,2529.74243,0.546250463,0.602146506,0.697806299,0.583928049,0.421034217,0.390521586,0.420715839,0.476917535,0.475564092,0.531284034,0.560760021,0.52176851,1406.965435,0.132752493,-0.053052127,-0.033884313,0.010274726,-0.009261236,0.005117802,0.005051909,-0.009316088,0.007428138,0.00408723,-0.002540949,0.002680163,0.000843773
anger,-451.4037781,-34.58376694,-35.92417145,-4.859683037,-21.14665031,-3.794414282,-19.8476181,-11.44338322,-18.26019287,-5.28107214,-9.05141449,-1.850317359,-10.50472736,-2.396875858,-7.212896347,3.05804348,-11.15973759,5.537345409,-0.902674079,6.766193867,0.021655977,0.423921919,1.733386397,8068.868346,5034.289652,2574.351391,0.482876629,0.566478968,0.572483361,0.524476886,0.523182213,0.487187564,0.465311259,0.527205408,0.545423627,0.549565315,0.542514026,0.509514511,1020.588241,0.307536244,-0.159836799,-0.050288945,0.003356623,-0.019999975,0.018815121,-0.007017365,0.012041153,0.006237139,0.000665887,-0.001011504,-0.002755356,-0.003722434
anger,-545.255188,-6.098247051,-31.94076729,8.442275047,-2.214787245,-13.56446648,-8.06430912,-7.263303757,-23.5061264,2.643256664,-4.97440052,-8.635456085,-5.631182671,0.771285415,-8.94434166,0.944808781,-9.961056709,0.984804571,-6.030312538,-0.123359852,0.01128299,0.408192214,1.601629019,7417.647139,4640.27564,2509.165977,0.379447937,0.37471655,0.43362543,0.448716283,0.447736204,0.524036348,0.548574507,0.589648426,0.602016807,0.616383851,0.527128339,0.434421211,1139.288651,0.176487774,-0.076197162,-0.042636681,0.028072413,-0.03542174,-0.002389318,0.02546376,-0.020898219,0.00870678,0.006074735,-0.01752783,0.01237472,0.001999534
anger,-800.3972168,-4.809104443,-14.8851223,10.95125008,8.771103859,0.481094003,-12.00485134,-3.178147078,-12.30791855,4.583153725,-5.404952049,-0.722204685,-3.03771472,1.87520802,-6.451612949,2.977272034,-4.295213699,1.106043458,-6.467138767,5.686545849,0.000391989,0.441498199,1.577108979,8212.470037,5000.247372,2691.02968,0.612347007,0.576261342,0.597941577,0.528749168,0.416277409,0.464984357,0.543147206,0.615996063,0.607701242,0.55528146,0.520075679,0.566102982,1432.968593,0.020573633,-0.006651415,-0.002363432,0.001317436,-0.002230725,-0.002474254,0.001280976,-3.65E-05,-9.09E-05,-0.000431038,-0.000798215,3.68E-06,-0.0001672
anger,-457.2168579,-11.51483059,-33.39232635,-6.762173653,-10.77868843,-13.5787344,-18.33474922,-7.565065861,-10.62117863,-3.845172167,-4.712603092,0.07800521,-5.2438941,0.46075812,-9.417949677,2.163444757,-5.907367229,-1.025464892,-1.347224116,7.825193405,0.021391612,0.363175327,1.496846795,7858.251953,4515.012219,2673.042126,0.590271771,0.603976846,0.531140029,0.493484467,0.512194812,0.542064786,0.59260577,0.600767732,0.51333034,0.432005107,0.367332309,0.429555625,894.5157331,0.313891381,-0.136218041,-0.08324679,0.011079681,-0.014618098,-0.00509802,0.038890038,0.004705227,-0.024160687,0.00787944,0.014373727,-0.010959716,0.005853012
anger,-514.4398804,-11.96409035,-32.44503021,3.479222536,-4.534729481,-12.64778805,-9.600836754,-8.458873749,-22.78835106,2.465934992,-6.310123444,-9.169742584,-6.568574429,1.022248149,-7.097670078,-0.292692721,-9.642532349,2.768862963,-6.583624363,-1.821673751,0.016732214,0.403027895,1.567918181,7363.564701,4634.63567,2486.342744,0.379634589,0.400996625,0.429509312,0.413156629,0.41887942,0.47412613,0.555925667,0.59217,0.676073551,0.690850496,0.591340601,0.43823126,1110.682987,0.232152566,-0.108236171,-0.037417859,0.01463509,-0.037809633,-0.008507515,0.02955883,-0.005729598,0.009351596,0.000569325,-0.02187562,0.010983246,-7.47E-05
anger,-426.1982727,-29.56332588,-33.92229462,-13.92262268,-20.49263763,-13.26686668,-9.091183662,-6.806927204,-8.576846123,-0.721599519,-5.0592103,-0.599946499,-5.556672573,6.532577515,-4.40228796,5.940530777,-0.151906952,8.205402374,-3.124054909,2.337542295,0.026324814,0.378148129,1.592748404,6957.491262,4453.2411,2226.968527,0.403838158,0.442792475,0.464484602,0.433673143,0.354815871,0.365384102,0.425192714,0.443260461,0.375924081,0.3960419,0.395690024,0.402195811,1170.153142,0.302031785,-0.159472778,-0.077860288,0.008144009,0.024638792,0.008872276,0.007292637,-0.026725382,0.015079281,0.008379983,-0.00554298,-0.007192768,3.45E-05
anger,-588.4177856,-14.82542896,-16.55353928,-3.993880749,-16.41193962,-9.535768509,0.413636625,-12.95169163,-8.767881393,-4.857349873,-7.379820347,-2.367897511,-6.814404488,0.592317939,-9.071051598,-2.789712667,-6.793033123,-0.952023745,-5.819682121,4.567328453,0.007562022,0.459294246,1.272594333,8401.607103,5338.513469,2695.6759,0.622732401,0.638720512,0.69292748,0.499754578,0.333348006,0.338818252,0.471042544,0.462787002,0.43977952,0.468417794,0.503840804,0.596966743,1397.14508,0.127318427,-0.053640991,-0.016652837,-0.014495168,-0.004646544,0.007744987,0.00035097,-0.01132936,0.015004177,-0.004151866,0.005528848,0.001518857,0.002379876
anger,-666.1105957,-5.062525749,-23.24967766,1.693299055,-12.55119896,-6.785778999,-2.029005051,-10.3467617,-7.764671326,-3.098109484,-8.122355461,-4.236321926,-7.428790092,2.581822872,-6.075730801,-0.968121648,-4.034547329,-0.553635418,-4.280390739,3.368198395,0.002555768,0.417706299,1.494471908,7838.018646,4897.873157,2627.91144,0.554434896,0.591243863,0.613150239,0.49196744,0.36520201,0.410647929,0.499074757,0.515077055,0.596503615,0.63916719,0.570005238,0.536826134,1350.615936,0.065736443,-0.020634316,-0.0110299,-0.001627862,-0.00589303,0.00159222,-0.000608215,-0.002736117,0.006408837,-0.000256901,0.001922784,0.000896181,0.002042505
anger,-847.8693237,-18.24979782,-10.66494274,0.260091066,-12.8347311,-4.195059299,-11.06863976,-9.308162689,-10.5591116,-5.468113422,-6.786821842,-1.241664529,-10.24937248,1.358646035,-9.299726486,-0.716963291,-8.929819107,-0.140137002,-7.705951691,-0.903232157,0.000421573,0.346355329,1.226303697,6168.262939,3780.249362,1970.05884,0.420272529,0.431675017,0.479364544,0.447666764,0.332615852,0.380851328,0.380608469,0.407406688,0.411950558,0.358450294,0.338671207,0.394566596,1489.16725,0.020653317,-0.006353555,-0.002088108,-0.003016088,-0.002521006,0.000214897,-0.000602864,0.000124541,0.000588577,-0.000363895,0.00031206,5.74E-05,0.001341484
anger,-474.4421387,-22.31095886,-42.41627121,-7.530071735,-28.5629406,-15.88964272,-8.474503517,-12.46481037,-9.382238388,-1.673052192,-9.164410591,5.953187466,-6.201895237,10.6094265,-0.781579375,5.405450821,-1.413523793,0.252834022,-6.495547771,2.662773848,0.022066062,0.352037513,1.630660892,6314.611816,4098.608671,2090.640389,0.523632944,0.475433916,0.484864742,0.406159848,0.352563113,0.373275965,0.412888706,0.416865736,0.40883559,0.384853452,0.489313543,0.564834893,1295.130515,0.26966998,-0.143581361,-0.081001505,0.038278759,-0.017744288,0.040930476,-0.003926246,-0.026303716,0.020393606,-0.004035688,-0.001156435,-0.011259898,0.006263065
anger,-676.1914063,-24.85004997,-22.1134243,0.427023292,-22.7888298,-12.53555679,-11.85756302,-13.98654175,-10.29995537,-4.963063717,-7.760575294,-2.652409792,-9.518474579,-1.796784043,-10.08794212,-1.112742662,-4.375957966,4.058747292,-3.746742725,3.40742445,0.003928872,0.392669109,1.520493269,7108.899457,4752.361495,2178.348081,0.587097764,0.556127489,0.550272286,0.430234671,0.351459056,0.351804972,0.362212092,0.438689888,0.446471453,0.439710528,0.482276112,0.517981529,1316.921806,0.077614374,-0.041585993,-0.004860108,-0.007032932,-0.005864306,0.006609387,0.002524007,-0.003426785,0.003620862,-0.003071341,0.002466475,0.000765898,-0.000127721
anger,-652.2512207,-20.63327789,-21.67739296,-5.692718029,-17.21956635,-10.78331661,-12.09286594,-15.0400753,-12.38848305,-3.717149973,-7.846395016,-4.802401543,-10.94187641,0.034255881,-11.44631863,3.411795616,-2.407946348,5.581646919,-2.343713045,4.661799908,0.004873347,0.396907552,1.50372839,6713.550293,4343.905921,2101.946951,0.462548077,0.478145003,0.504743636,0.520766377,0.381702334,0.311347693,0.360684544,0.388342172,0.403196812,0.405195922,0.367811292,0.399118662,1367.602741,0.090923138,-0.045833323,-0.006800564,-0.009170511,-0.00475904,0.001484973,0.002771444,-0.000290852,0.007368912,-0.006492069,0.00412414,-0.000741983,0.000696411
anger,-615.5574951,-2.113652229,-29.62736511,-7.405403614,-12.58038139,-7.724802971,-17.94428253,-20.26219368,-13.80101585,2.413820267,-15.14061356,1.117889524,-4.247987747,-5.42133522,-7.181284904,0.904463768,-10.85581493,-3.441221714,-8.434319496,-3.970292091,0.004490245,0.34878178,1.753065944,7384.063824,4457.288922,2569.761018,0.404385924,0.450814188,0.41500026,0.328443676,0.394147754,0.475686282,0.488199919,0.423473716,0.456020772,0.49285084,0.470303118,0.378595382,1085.784805,0.100571521,-0.032700825,-0.017252544,-0.014103661,-0.004883183,5.92E-05,0.00109328,0.003518753,-0.001573978,-0.004322479,0.002016042,0.00349794,0.000660993
anger,-454.8762512,-5.789542198,-32.33722687,1.050302625,-14.9125824,-12.11213493,-10.47627163,-12.86997604,-8.983192444,-0.665590882,-10.03519726,-2.746922731,-5.120029926,-3.608881235,-4.116609573,-2.788824797,-6.02960062,-0.22567986,-5.051344872,3.311141729,0.016743971,0.296332465,1.439312577,7054.755859,4114.585072,2499.090005,0.301381946,0.322897971,0.344290674,0.352843314,0.306494892,0.383579582,0.426064312,0.393928528,0.418275714,0.590064645,0.51534301,0.406025201,1147.765567,0.232344061,-0.090481438,-0.066869289,0.009912267,-0.024085453,0.015414611,0.006373949,-0.009354854,0.004672735,0.000503417,0.008961975,-2.12E-05,-0.004916311
anger,-498.9198608,-34.22974014,-30.65587807,-3.251437187,-21.78616905,-5.324944973,-5.785741329,-14.36528683,-6.188189507,-4.914345741,-6.031580925,-3.558268785,-5.7076478,8.000967979,-5.159927368,7.247125626,-0.903806627,3.707313299,-0.082169913,2.189965487,0.018895525,0.332774156,1.633814096,6581.431982,4170.417388,2096.771509,0.360693663,0.406374782,0.455459982,0.437121242,0.35322389,0.286519676,0.350881696,0.473673344,0.448355258,0.417126566,0.393660009,0.344749957,1147.555824,0.23003611,-0.14117451,-0.021041904,0.001829967,-0.012169543,0.035746317,-0.026175717,0.003858968,0.016133124,-0.012238055,0.010476106,-0.009926751,0.003962867
anger,-634.911499,-0.050022103,-31.93144989,-3.168432951,-14.55345345,-10.09755611,-7.087243557,-12.04245186,-16.43748283,3.131874561,-6.00603199,-2.368046999,-5.18628931,-2.410251617,-4.533154964,-4.989351273,-8.090147018,-0.338707864,-6.039605618,-0.127959117,0.002685532,0.320003352,1.420321107,7376.459932,4830.578659,2362.503428,0.461150348,0.503648639,0.605971515,0.528307617,0.419464737,0.443463296,0.478881508,0.533222198,0.514354229,0.512577772,0.526984692,0.480382532,1309.678711,0.068234302,-0.020490693,-0.0234288,-0.001346392,-0.003215666,0.00297969,0.000555647,-0.001996928,0.003433021,-0.002145495,-0.002570614,0.005542927,0.001424461
anger,-602.734375,-16.07016563,-28.84713173,-4.040189266,-22.17297935,-11.47267437,-10.13317394,-10.43663788,-11.25588894,1.534717321,-12.91158772,4.69335556,-7.448374748,-3.056802988,-1.18666029,-4.741466999,-5.781288147,-1.526620984,-7.228149891,1.572687387,0.005995927,0.328809145,1.4516505,6042.314122,3806.890881,1960.354639,0.473158807,0.514154017,0.425093174,0.352793127,0.283413291,0.306590289,0.317314237,0.313353211,0.336419284,0.334017009,0.357446432,0.431903988,1297.487619,0.112088472,-0.052571181,-0.026826333,0.003785568,-0.009433197,0.016613564,-0.005033427,-0.007096522,0.007767714,-0.004193376,0.004347411,-0.000904301,-0.001109758
anger,-592.7780151,-17.33691788,-22.68206596,-7.461470604,-20.14678383,-10.28769493,-13.85945606,-10.97189045,-13.05824089,-0.504275262,-10.67195225,7.523882866,-8.512946129,-0.595612943,-3.696662664,-3.607709646,-3.558582783,-0.448412746,-7.819595814,1.16942668,0.007731331,0.406599935,1.559724569,7731.496582,5004.766948,2419.92598,0.587350547,0.689754426,0.646312833,0.555562317,0.387702137,0.328312397,0.390435964,0.372983605,0.360872984,0.365628064,0.416049451,0.513907552,1288.739046,0.124929421,-0.063647911,-0.014983007,-0.013342069,-0.001709299,0.013195083,7.93E-05,-0.002343658,0.000964204,-0.005180026,0.004490031,-0.001760126,0.002756439
anger,-481.8882751,-42.75714111,-36.55879211,-8.472722054,-18.34469414,-3.016715288,-9.164937019,-1.460171342,-10.69592667,0.295850515,-9.840803146,-4.635644436,2.519144535,11.0571804,11.77915096,9.196474075,-2.79887104,-4.970549583,-6.260415554,5.350745678,0.031165434,0.430440512,1.38493073,7909.560606,5293.481921,2393.763573,0.616294801,0.548521757,0.53471607,0.483410716,0.35555318,0.316751927,0.401323855,0.478639632,0.442906082,0.518956363,0.49476251,0.56284833,1463.406582,0.334448069,-0.211907044,-0.06956628,0.048620708,0.004771027,0.025437515,-0.025507025,-0.009325899,0.017145691,0.009324168,-0.017903863,0.005413162,-0.016835881
anger,-405.6157532,-31.65893936,-45.10594559,-5.487998009,-23.68388557,-10.89835167,-15.78322887,-1.238729715,-15.5796442,-1.171602964,-0.728113651,-7.582873821,-3.128387213,-3.095997095,-10.51749039,-1.979276061,-4.633244991,-0.063863665,3.321312666,9.843568802,0.033961803,0.381198822,1.437832594,7529.136291,4650.989569,2463.826904,0.313288927,0.391838938,0.519155681,0.471153587,0.403482169,0.376531482,0.453434736,0.481325001,0.514559686,0.488343626,0.345632941,0.304030895,962.9018353,0.411067188,-0.205455467,-0.123057842,0.044657089,-0.026225135,0.054158613,0.015204173,-0.047629844,-0.003486721,0.03520197,-0.022681016,0.030857127,-0.0091863
anger,-648.6663208,-9.026421547,-20.71081924,5.863656521,-11.77980423,-1.86008215,-10.66747093,-4.711580276,-15.7085619,-3.701099873,0.815748334,-5.143621445,-4.805526257,0.64302212,-8.494567871,3.009664059,-6.976355076,0.834470332,-3.944344997,0.214171305,0.004228596,0.379616205,1.625748754,7134.557881,4459.955542,2388.54966,0.410451978,0.470507234,0.561718702,0.52668339,0.464082778,0.513505101,0.509566486,0.479525089,0.541104674,0.497124195,0.435106188,0.429008394,1359.333319,0.091982313,-0.043604996,-0.014044825,0.009378937,-0.013194712,0.001887391,0.003120808,-0.000875106,0.000924878,0.00309443,-0.005066669,0.0033043,0.002867212
anger,-506.7352295,-13.40667057,-31.36680222,-3.201576471,-9.340909958,-12.07947159,-18.48129845,-2.071671724,-13.88156033,-4.10506773,-3.43428874,-2.146707773,-7.32384491,0.853308856,-9.944862366,-1.194467783,-7.040350437,-2.941577196,-2.386762857,0.537249386,0.015659589,0.44875372,1.493819952,8082.788086,5025.263155,2579.617281,0.564941704,0.686378419,0.754514813,0.686212003,0.490069449,0.42507273,0.505082846,0.501826465,0.508162439,0.519733012,0.557475746,0.53531301,1258.719851,0.225591704,-0.108483225,-0.050346576,0.012153165,-0.013154349,-0.003493013,0.029336415,-0.007063661,-0.012785068,0.0075801,-0.004536419,0.008949182,0.010412523
anger,-552.9541626,-12.05184269,-11.22080803,-0.945352376,-12.72785854,-6.578045845,-8.296848297,-0.381262451,-10.79630184,-6.002058983,-3.848075628,-0.894481599,-6.450977802,-0.477233589,-5.166594982,0.347296149,-7.749794006,0.492752969,-6.430610657,0.276104808,0.008019885,0.463315079,1.299865365,8699.202953,5413.756811,2768.330261,0.562996089,0.63678354,0.730016172,0.722714245,0.523976326,0.463772655,0.475307792,0.515507936,0.491489649,0.483339012,0.491075397,0.522942781,1246.922772,0.148894206,-0.064632319,-0.011542159,-0.00885791,-0.009923209,0.004170094,0.006577168,-0.006509027,-0.002102965,0.008698924,0.00065363,-0.002944388,0.008233967
anger,-647.9978638,-5.767368317,-9.201155663,-2.664005041,-13.13496685,-2.698632479,-8.335333824,-5.077771187,-12.6462431,-6.521681309,-3.362309217,-3.888051033,-6.299742699,-1.479697704,-5.438879013,-2.231824636,-8.16222477,-0.984694004,-5.153543472,-2.291024685,0.003580208,0.457161458,1.269998193,8518.463379,5270.664509,2738.421578,0.605936944,0.62564522,0.705022335,0.613648474,0.499950498,0.443900406,0.42377308,0.463330686,0.53973031,0.52695775,0.550271094,0.569919825,1263.417617,0.086379707,-0.031753059,-0.008038553,-0.013728865,-0.004499975,0.005108689,-0.001541298,-0.000224466,-0.002706791,0.001311865,-0.002969933,0.00043078,0.006412964
anger,-717.5986328,2.581082344,-8.120166779,-1.697102666,-2.876625299,-9.94720459,-9.56317997,-7.39943552,-14.35472488,3.627333879,-4.501299858,2.750589132,-3.424687147,0.177231789,-7.972805977,4.245296955,-10.39947605,2.163909674,-5.559551716,1.714918256,0.001266595,0.39362682,1.659977674,8245.809798,4826.0059,2765.886972,0.5045349,0.655113578,0.671200275,0.576206803,0.433902949,0.460088372,0.422899365,0.416906863,0.469301105,0.490150243,0.471508622,0.454595596,1128.733809,0.040591884,-0.016387263,-1.92E-05,-0.006170442,-0.002791125,0.0012659,0.000828892,0.000291924,-0.000865872,-0.00315711,0.000988465,-0.000208538,0.002549305
